ref_area,time,sex,obs_value_unempl_rate,obs_value_informal,obs_value_worked_hours,obs_value_NEET,obs_value_PKB,obs_value_economic_freedom_overall,Property Rights,Government Integrity,Judicial Effectiveness,Tax Burden,Government Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom
Italy,2022,Total,8.069,3.797,23099.389,15.858,131169.8,65.4,81.7,57.3,78.6,57.7,20.6,49.0,73.8,70.4,86.2,79.2,80.0,50.0
Italy,2023,Female,8.759,4.207,9988.555,12.28,129329.63,62.3,81.2,77.9,61.1,57.3,13.7,20.4,73.8,70.6,82.6,78.6,80.0,50.0
Italy,2023,Male,6.777,2.965,13591.392,13.039,129329.63,62.3,81.2,77.9,61.1,57.3,13.7,20.4,73.8,70.6,82.6,78.6,80.0,50.0
Italy,2023,Total,7.627,3.489,23579.947,12.672,129329.63,62.3,81.2,77.9,61.1,57.3,13.7,20.4,73.8,70.6,82.6,78.6,80.0,50.0
Kazakhstan,2015,Female,,,4177.8,,61832.97,,,,,,,,,,,,,
Kazakhstan,2015,Male,,,4446.0,,61832.97,,,,,,,,,,,,,
Kazakhstan,2015,Total,4.93,,8623.8,8.464,61832.97,,,,,,,,,,,,,
Kazakhstan,2016,Total,4.96,,,9.491,61976.14,,,,,,,,,,,,,
Kazakhstan,2017,Female,5.43,,4126.3,,63804.18,,,,,,,,,,,,,
Kazakhstan,2017,Male,4.4,,4458.9,,63804.18,,,,,,,,,,,,,
Kazakhstan,2017,Total,4.9,,8585.2,,63804.18,,,,,,,,,,,,,
Kazakhstan,2018,Total,4.85,,,,65645.03,,,,,,,,,,,,,
Kazakhstan,2019,Total,4.8,,,,67763.06,,,,,,,,,,,,,
Kazakhstan,2020,Female,5.37,,4212.5,,66762.9,,,,,,,,,,,,,
Kazakhstan,2020,Male,4.43,,4519.5,,66762.9,,,,,,,,,,,,,
Kazakhstan,2020,Total,4.89,,8732.0,,66762.9,,,,,,,,,,,,,
Kazakhstan,2022,Female,5.5,,4298.279,,69739.58,,,,,,,,,,,,,
Kazakhstan,2022,Male,4.26,,4673.26,,69739.58,,,,,,,,,,,,,
Kazakhstan,2022,Total,4.86,,8971.539,,69739.58,,,,,,,,,,,,,
Latvia,2015,Female,8.641,2.351,452.125,11.727,66970.45,69.7,50.0,53.0,,84.4,59.2,,82.1,61.5,83.8,88.0,85.0,50.0
Latvia,2015,Male,11.094,3.321,443.945,9.366,66970.45,69.7,50.0,53.0,,84.4,59.2,,82.1,61.5,83.8,88.0,85.0,50.0
Latvia,2015,Total,9.873,2.837,896.07,10.518,66970.45,69.7,50.0,53.0,,84.4,59.2,,82.1,61.5,83.8,88.0,85.0,50.0
Latvia,2016,Female,8.403,2.253,455.077,9.711,68887.89,70.4,50.0,55.0,,84.8,58.4,,78.6,59.5,84.8,88.0,85.0,60.0
Latvia,2016,Male,10.895,3.116,438.209,12.629,68887.89,70.4,50.0,55.0,,84.8,58.4,,78.6,59.5,84.8,88.0,85.0,60.0
Latvia,2016,Total,9.643,2.682,893.286,11.205,68887.89,70.4,50.0,55.0,,84.8,58.4,,78.6,59.5,84.8,88.0,85.0,60.0
Latvia,2017,Female,7.678,2.719,453.866,11.867,70782.62,74.8,72.6,67.3,59.7,84.7,57.4,95.0,79.8,72.0,86.5,87.0,75.0,60.0
Latvia,2017,Male,9.758,2.041,440.958,12.041,70782.62,74.8,72.6,67.3,59.7,84.7,57.4,95.0,79.8,72.0,86.5,87.0,75.0,60.0
Latvia,2017,Total,8.715,2.386,894.824,11.956,70782.62,74.8,72.6,67.3,59.7,84.7,57.4,95.0,79.8,72.0,86.5,87.0,75.0,60.0
Latvia,2018,Female,6.42,2.267,460.774,7.092,72615.86,73.6,68.3,45.4,58.9,84.0,59.0,95.3,80.1,72.5,87.3,86.9,85.0,60.0
Latvia,2018,Male,8.409,2.178,448.599,8.665,72615.86,73.6,68.3,45.4,58.9,84.0,59.0,95.3,80.1,72.5,87.3,86.9,85.0,60.0
Latvia,2018,Total,7.412,2.224,909.373,7.897,72615.86,73.6,68.3,45.4,58.9,84.0,59.0,95.3,80.1,72.5,87.3,86.9,85.0,60.0
Latvia,2019,Female,5.428,2.215,459.881,8.607,73080.48,70.4,67.3,35.5,48.4,77.0,57.1,96.9,77.5,73.3,81.1,86.0,85.0,60.0
Latvia,2019,Male,7.199,2.013,450.148,9.838,73080.48,70.4,67.3,35.5,48.4,77.0,57.1,96.9,77.5,73.3,81.1,86.0,85.0,60.0
Latvia,2019,Total,6.312,2.114,910.029,9.24,73080.48,70.4,67.3,35.5,48.4,77.0,57.1,96.9,77.5,73.3,81.1,86.0,85.0,60.0
Latvia,2020,Female,7.07,2.526,451.033,8.543,71866.01,71.9,72.3,46.4,51.1,76.9,58.3,96.5,77.0,72.4,80.2,86.4,85.0,60.0
Latvia,2020,Male,9.125,2.239,441.948,8.552,71866.01,71.9,72.3,46.4,51.1,76.9,58.3,96.5,77.0,72.4,80.2,86.4,85.0,60.0
Latvia,2020,Total,8.098,2.386,892.981,8.547,71866.01,71.9,72.3,46.4,51.1,76.9,58.3,96.5,77.0,72.4,80.2,86.4,85.0,60.0
Latvia,2021,Female,6.539,2.51,435.543,8.908,78757.28,72.3,74.7,47.7,55.9,76.7,57.6,96.6,76.5,73.8,79.6,84.0,85.0,60.0
Latvia,2021,Male,8.47,2.63,433.958,8.477,78757.28,72.3,74.7,47.7,55.9,76.7,57.6,96.6,76.5,73.8,79.6,84.0,85.0,60.0
Latvia,2021,Total,7.513,2.568,869.501,8.687,78757.28,72.3,74.7,47.7,55.9,76.7,57.6,96.6,76.5,73.8,79.6,84.0,85.0,60.0
Latvia,2022,Female,5.517,2.526,451.666,4.972,79459.68,74.8,88.5,61.1,75.1,76.4,53.2,91.4,81.9,62.4,83.8,79.2,85.0,60.0
Latvia,2022,Male,8.111,1.407,439.528,10.445,79459.68,74.8,88.5,61.1,75.1,76.4,53.2,91.4,81.9,62.4,83.8,79.2,85.0,60.0
Latvia,2022,Total,6.815,1.978,891.194,7.767,79459.68,74.8,88.5,61.1,75.1,76.4,53.2,91.4,81.9,62.4,83.8,79.2,85.0,60.0
Latvia,2023,Female,5.436,2.653,449.289,4.541,78599.7,72.8,87.3,73.0,64.7,76.2,49.0,78.9,78.2,62.6,80.1,78.6,85.0,60.0
Latvia,2023,Male,7.491,2.113,440.594,6.808,78599.7,72.8,87.3,73.0,64.7,76.2,49.0,78.9,78.2,62.6,80.1,78.6,85.0,60.0
Latvia,2023,Total,6.465,2.396,889.883,5.7,78599.7,72.8,87.3,73.0,64.7,76.2,49.0,78.9,78.2,62.6,80.1,78.6,85.0,60.0
Lithuania,2015,Female,8.161,4.25,680.84,9.316,78820.82,74.7,60.0,57.0,,92.9,61.3,,84.9,62.0,81.2,88.0,80.0,80.0
Lithuania,2015,Male,10.097,3.505,654.092,9.082,78820.82,74.7,60.0,57.0,,92.9,61.3,,84.9,62.0,81.2,88.0,80.0,80.0
Lithuania,2015,Total,9.12,3.871,1334.933,9.196,78820.82,74.7,60.0,57.0,,92.9,61.3,,84.9,62.0,81.2,88.0,80.0,80.0
Lithuania,2016,Female,6.653,4.37,698.375,8.783,79294.7,75.2,65.0,58.0,,92.9,63.8,,80.0,60.0,84.6,88.0,80.0,80.0
Lithuania,2016,Male,9.102,3.932,662.99,10.002,79294.7,75.2,65.0,58.0,,92.9,63.8,,80.0,60.0,84.6,88.0,80.0,80.0
Lithuania,2016,Total,7.862,4.151,1361.365,9.405,79294.7,75.2,65.0,58.0,,92.9,63.8,,80.0,60.0,84.6,88.0,80.0,80.0
Lithuania,2017,Female,5.676,3.24,694.828,9.228,82881.85,75.8,73.0,69.7,62.4,86.9,64.1,93.6,79.1,63.6,90.0,87.0,70.0,70.0
Lithuania,2017,Male,8.5,2.683,659.968,9.073,82881.85,75.8,73.0,69.7,62.4,86.9,64.1,93.6,79.1,63.6,90.0,87.0,70.0,70.0
Lithuania,2017,Total,7.073,2.966,1354.795,9.149,82881.85,75.8,73.0,69.7,62.4,86.9,64.1,93.6,79.1,63.6,90.0,87.0,70.0,70.0
Lithuania,2018,Female,5.409,3.413,695.658,7.61,84991.3,75.3,73.8,50.9,66.7,86.4,63.9,96.7,73.4,64.5,89.9,86.9,80.0,70.0
Lithuania,2018,Male,6.891,2.109,679.056,8.447,84991.3,75.3,73.8,50.9,66.7,86.4,63.9,96.7,73.4,64.5,89.9,86.9,80.0,70.0
Lithuania,2018,Total,6.147,2.772,1374.713,8.039,84991.3,75.3,73.8,50.9,66.7,86.4,63.9,96.7,73.4,64.5,89.9,86.9,80.0,70.0
Lithuania,2019,Female,5.494,3.524,697.505,7.529,88606.88,74.2,73.6,47.8,61.2,86.4,65.1,97.3,75.2,63.6,84.6,86.0,80.0,70.0
Lithuania,2019,Male,7.023,1.52,680.915,9.714,88606.88,74.2,73.6,47.8,61.2,86.4,65.1,97.3,75.2,63.6,84.6,86.0,80.0,70.0
Lithuania,2019,Total,6.255,2.532,1378.419,8.649,88606.88,74.2,73.6,47.8,61.2,86.4,65.1,97.3,75.2,63.6,84.6,86.0,80.0,70.0
Lithuania,2020,Female,7.691,3.515,678.237,9.193,89874.96,76.7,77.9,67.4,62.1,84.9,66.0,97.4,71.9,76.5,79.7,86.4,80.0,70.0
Lithuania,2020,Male,9.268,2.238,679.907,12.246,89874.96,76.7,77.9,67.4,62.1,84.9,66.0,97.4,71.9,76.5,79.7,86.4,80.0,70.0
Lithuania,2020,Total,8.487,2.87,1358.144,10.76,89874.96,76.7,77.9,67.4,62.1,84.9,66.0,97.4,71.9,76.5,79.7,86.4,80.0,70.0
Lithuania,2021,Female,6.606,3.099,681.241,10.901,94685.55,76.9,78.9,74.5,68.7,84.6,66.8,97.2,73.1,74.4,80.1,84.0,70.0,70.0
Lithuania,2021,Male,7.608,1.876,687.372,11.702,94685.55,76.9,78.9,74.5,68.7,84.6,66.8,97.2,73.1,74.4,80.1,84.0,70.0,70.0
Lithuania,2021,Total,7.112,2.491,1368.614,11.314,94685.55,76.9,78.9,74.5,68.7,84.6,66.8,97.2,73.1,74.4,80.1,84.0,70.0,70.0
Lithuania,2022,Female,5.487,3.322,726.272,9.121,94300.2,75.8,88.6,66.6,74.6,84.5,59.9,86.5,87.3,59.5,82.3,79.2,70.0,70.0
Lithuania,2022,Male,6.44,1.772,694.542,10.162,94300.2,75.8,88.6,66.6,74.6,84.5,59.9,86.5,87.3,59.5,82.3,79.2,70.0,70.0
Lithuania,2022,Total,5.955,2.55,1420.814,9.653,94300.2,75.8,88.6,66.6,74.6,84.5,59.9,86.5,87.3,59.5,82.3,79.2,70.0,70.0
Lithuania,2023,Female,6.376,2.983,720.879,12.595,93307.29,72.2,87.7,74.2,68.5,77.7,56.9,68.6,76.0,60.2,78.1,78.6,70.0,70.0
Lithuania,2023,Male,7.301,3.296,720.217,14.452,93307.29,72.2,87.7,74.2,68.5,77.7,56.9,68.6,76.0,60.2,78.1,78.6,70.0,70.0
Lithuania,2023,Total,6.841,3.139,1441.096,13.546,93307.29,72.2,87.7,74.2,68.5,77.7,56.9,68.6,76.0,60.2,78.1,78.6,70.0,70.0
Luxembourg,2015,Female,7.193,2.934,118.029,5.421,282999.93,73.2,90.0,80.0,,62.3,42.2,,71.3,42.1,80.7,88.0,95.0,80.0
Luxembourg,2015,Male,6.462,1.691,141.51,6.181,282999.93,73.2,90.0,80.0,,62.3,42.2,,71.3,42.1,80.7,88.0,95.0,80.0
Luxembourg,2015,Total,6.796,2.264,259.538,5.808,282999.93,73.2,90.0,80.0,,62.3,42.2,,71.3,42.1,80.7,88.0,95.0,80.0
Luxembourg,2016,Female,6.953,2.642,119.87,6.837,292075.85,73.9,90.0,82.0,,61.1,43.0,,73.7,42.6,83.2,88.0,95.0,80.0
Luxembourg,2016,Male,6.431,0.83,143.755,5.623,292075.85,73.9,90.0,82.0,,61.1,43.0,,73.7,42.6,83.2,88.0,95.0,80.0
Luxembourg,2016,Total,6.669,1.633,263.625,6.218,292075.85,73.9,90.0,82.0,,61.1,43.0,,73.7,42.6,83.2,88.0,95.0,80.0
Luxembourg,2017,Female,5.499,1.824,125.687,5.822,287201.45,75.9,85.8,78.3,77.0,64.5,46.0,99.0,68.6,43.8,86.2,87.0,95.0,80.0
Luxembourg,2017,Male,5.544,1.618,146.072,6.561,287201.45,75.9,85.8,78.3,77.0,64.5,46.0,99.0,68.6,43.8,86.2,87.0,95.0,80.0
Luxembourg,2017,Total,5.523,1.712,271.76,6.195,287201.45,75.9,85.8,78.3,77.0,64.5,46.0,99.0,68.6,43.8,86.2,87.0,95.0,80.0
Luxembourg,2018,Female,5.882,2.741,129.511,6.785,282483.13,76.4,82.7,79.0,77.9,65.1,48.5,99.0,69.2,46.2,87.6,86.9,95.0,80.0
Luxembourg,2018,Male,5.336,1.858,150.394,4.456,282483.13,76.4,82.7,79.0,77.9,65.1,48.5,99.0,69.2,46.2,87.6,86.9,95.0,80.0
Luxembourg,2018,Total,5.589,2.252,279.906,5.599,282483.13,76.4,82.7,79.0,77.9,65.1,48.5,99.0,69.2,46.2,87.6,86.9,95.0,80.0
Luxembourg,2019,Female,5.525,2.721,132.556,4.453,281355.65,75.9,83.0,85.8,72.4,65.4,46.6,98.9,68.8,45.9,82.6,86.0,95.0,80.0
Luxembourg,2019,Male,5.649,1.353,156.695,5.085,281355.65,75.9,83.0,85.8,72.4,65.4,46.6,98.9,68.8,45.9,82.6,86.0,95.0,80.0
Luxembourg,2019,Total,5.592,1.993,289.251,4.775,281355.65,75.9,83.0,85.8,72.4,65.4,46.6,98.9,68.8,45.9,82.6,86.0,95.0,80.0
Luxembourg,2020,Female,6.954,2.311,135.994,5.153,277483.7,75.8,86.4,90.3,74.4,64.1,45.4,99.0,66.8,45.3,76.4,86.4,95.0,80.0
Luxembourg,2020,Male,6.602,2.332,156.337,8.207,277483.7,75.8,86.4,90.3,74.4,64.1,45.4,99.0,66.8,45.3,76.4,86.4,95.0,80.0
Luxembourg,2020,Total,6.766,2.322,292.331,6.712,277483.7,75.8,86.4,90.3,74.4,64.1,45.4,99.0,66.8,45.3,76.4,86.4,95.0,80.0
Luxembourg,2021,Female,6.006,3.635,141.653,8.595,282555.78,76.0,85.7,92.5,77.6,63.4,46.2,99.0,66.1,45.9,76.5,84.0,95.0,80.0
Luxembourg,2021,Male,5.196,2.831,165.541,10.994,282555.78,76.0,85.7,92.5,77.6,63.4,46.2,99.0,66.1,45.9,76.5,84.0,95.0,80.0
Luxembourg,2021,Total,5.571,3.192,307.194,9.827,282555.78,76.0,85.7,92.5,77.6,63.4,46.2,99.0,66.1,45.9,76.5,84.0,95.0,80.0
Luxembourg,2022,Female,4.739,2.47,145.494,9.67,280118.87,80.6,97.4,89.5,96.4,64.1,41.5,98.7,89.3,56.3,80.1,79.2,95.0,80.0
Luxembourg,2022,Male,4.455,0.779,166.344,10.252,280118.87,80.6,97.4,89.5,96.4,64.1,41.5,98.7,89.3,56.3,80.1,79.2,95.0,80.0
Luxembourg,2022,Total,4.588,1.545,311.838,9.969,280118.87,80.6,97.4,89.5,96.4,64.1,41.5,98.7,89.3,56.3,80.1,79.2,95.0,80.0
Luxembourg,2023,Female,5.435,4.232,149.166,10.513,271071.14,78.4,96.8,96.5,89.7,64.8,41.6,80.0,85.5,56.8,75.1,78.6,95.0,80.0
Luxembourg,2023,Male,4.966,2.784,172.535,5.967,271071.14,78.4,96.8,96.5,89.7,64.8,41.6,80.0,85.5,56.8,75.1,78.6,95.0,80.0
Luxembourg,2023,Total,5.184,3.462,321.701,8.184,271071.14,78.4,96.8,96.5,89.7,64.8,41.6,80.0,85.5,56.8,75.1,78.6,95.0,80.0
Malta,2015,Female,5.389,0.759,77.061,11.871,101309.44,66.5,75.0,56.0,,63.1,44.4,,61.0,55.6,81.8,88.0,80.0,60.0
Malta,2015,Male,5.388,0.908,120.846,9.298,101309.44,66.5,75.0,56.0,,63.1,44.4,,61.0,55.6,81.8,88.0,80.0,60.0
Malta,2015,Total,5.389,0.849,197.907,10.538,101309.44,66.5,75.0,56.0,,63.1,44.4,,61.0,55.6,81.8,88.0,80.0,60.0
Malta,2016,Female,5.166,0.626,81.99,10.802,100511.31,66.7,70.0,55.0,,63.9,46.5,,61.6,53.5,83.5,88.0,85.0,60.0
Malta,2016,Male,4.384,0.99,125.804,6.855,100511.31,66.7,70.0,55.0,,63.9,46.5,,61.6,53.5,83.5,88.0,85.0,60.0
Malta,2016,Total,4.694,0.845,207.795,8.758,100511.31,66.7,70.0,55.0,,63.9,46.5,,61.6,53.5,83.5,88.0,85.0,60.0
Malta,2017,Female,4.255,0.493,87.971,8.77,105407.03,67.7,67.7,53.6,62.9,62.8,44.9,85.1,62.5,57.2,83.5,87.0,85.0,60.0
Malta,2017,Male,3.843,1.317,132.197,8.414,105407.03,67.7,67.7,53.6,62.9,62.8,44.9,85.1,62.5,57.2,83.5,87.0,85.0,60.0
Malta,2017,Total,4.008,0.987,220.168,8.585,105407.03,67.7,67.7,53.6,62.9,62.8,44.9,85.1,62.5,57.2,83.5,87.0,85.0,60.0
Malta,2018,Female,3.713,0.572,95.653,7.899,104747.36,68.5,68.1,49.9,62.8,64.7,51.0,90.0,64.0,61.1,78.8,86.9,85.0,60.0
Malta,2018,Male,4.121,0.746,140.691,6.901,104747.36,68.5,68.1,49.9,62.8,64.7,51.0,90.0,64.0,61.1,78.8,86.9,85.0,60.0
Malta,2018,Total,3.956,0.677,236.344,7.365,104747.36,68.5,68.1,49.9,62.8,64.7,51.0,90.0,64.0,61.1,78.8,86.9,85.0,60.0
Malta,2019,Female,4.681,0.801,99.772,9.997,105056.61,68.6,69.8,50.3,50.4,64.2,56.1,94.5,67.1,61.3,78.2,86.0,85.0,60.0
Malta,2019,Male,3.68,0.511,151.415,8.358,105056.61,68.6,69.8,50.3,50.4,64.2,56.1,94.5,67.1,61.3,78.2,86.0,85.0,60.0
Malta,2019,Total,4.08,0.627,251.188,9.113,105056.61,68.6,69.8,50.3,50.4,64.2,56.1,94.5,67.1,61.3,78.2,86.0,85.0,60.0
Malta,2020,Female,5.146,0.698,104.095,8.032,92724.75,69.5,70.5,55.1,49.6,64.8,60.0,95.9,68.0,61.1,77.1,86.4,85.0,60.0
Malta,2020,Male,4.659,0.583,153.803,11.003,92724.75,69.5,70.5,55.1,49.6,64.8,60.0,95.9,68.0,61.1,77.1,86.4,85.0,60.0
Malta,2020,Total,4.856,0.629,257.898,9.638,92724.75,69.5,70.5,55.1,49.6,64.8,60.0,95.9,68.0,61.1,77.1,86.4,85.0,60.0
Malta,2021,Female,3.564,,108.244,11.731,100529.98,70.2,68.2,55.0,57.3,68.6,60.9,96.3,67.6,61.8,77.1,84.0,85.0,60.0
Malta,2021,Male,3.884,,157.398,11.506,100529.98,70.2,68.2,55.0,57.3,68.6,60.9,96.3,67.6,61.8,77.1,84.0,85.0,60.0
Malta,2021,Total,3.754,,265.641,11.61,100529.98,70.2,68.2,55.0,57.3,68.6,60.9,96.3,67.6,61.8,77.1,84.0,85.0,60.0
Malta,2022,Female,3.14,,117.609,6.269,101913.59,71.5,87.8,55.8,89.9,69.0,54.6,86.2,75.5,61.8,78.5,79.2,70.0,50.0
Malta,2022,Male,3.704,,165.622,6.097,101913.59,71.5,87.8,55.8,89.9,69.0,54.6,86.2,75.5,61.8,78.5,79.2,70.0,50.0
Malta,2022,Total,3.471,,283.23,6.177,101913.59,71.5,87.8,55.8,89.9,69.0,54.6,86.2,75.5,61.8,78.5,79.2,70.0,50.0
Malta,2023,Female,3.197,,123.338,7.738,108845.85,67.5,86.9,90.8,57.4,69.9,45.9,43.5,75.5,62.7,79.3,78.6,70.0,50.0
Malta,2023,Male,3.672,,178.969,8.006,108845.85,67.5,86.9,90.8,57.4,69.9,45.9,43.5,75.5,62.7,79.3,78.6,70.0,50.0
Malta,2023,Total,3.479,,302.307,7.882,108845.85,67.5,86.9,90.8,57.4,69.9,45.9,43.5,75.5,62.7,79.3,78.6,70.0,50.0
Monaco,2016,Female,8.68,,,,,,,,,,,,,,,,,
Monaco,2016,Male,4.58,,,,,,,,,,,,,,,,,
Monaco,2016,Total,6.33,,,,,,,,,,,,,,,,,
Montenegro,2015,Female,17.307,,100.948,18.276,60914.5,64.7,40.0,44.0,,92.6,36.7,,77.1,77.5,79.7,84.8,65.0,50.0
Montenegro,2015,Male,17.76,,120.753,19.976,60914.5,64.7,40.0,44.0,,92.6,36.7,,77.1,77.5,79.7,84.8,65.0,50.0
Montenegro,2015,Total,17.555,,221.701,19.154,60914.5,64.7,40.0,44.0,,92.6,36.7,,77.1,77.5,79.7,84.8,65.0,50.0
Montenegro,2016,Female,17.096,,100.913,18.028,62748.25,64.9,40.0,42.0,,91.6,39.8,,76.6,72.0,82.6,84.8,70.0,50.0
Montenegro,2016,Male,18.246,,123.293,18.745,62748.25,64.9,40.0,42.0,,91.6,39.8,,76.6,72.0,82.6,84.8,70.0,50.0
Montenegro,2016,Total,17.732,,224.206,18.398,62748.25,64.9,40.0,42.0,,91.6,39.8,,76.6,72.0,82.6,84.8,70.0,50.0
Montenegro,2017,Female,16.956,,100.774,17.052,64928.77,62.0,58.0,43.4,50.4,83.1,33.1,44.3,72.0,67.4,82.5,84.7,75.0,50.0
Montenegro,2017,Male,15.385,,128.514,16.347,64928.77,62.0,58.0,43.4,50.4,83.1,33.1,44.3,72.0,67.4,82.5,84.7,75.0,50.0
Montenegro,2017,Total,16.082,,229.288,16.687,64928.77,62.0,58.0,43.4,50.4,83.1,33.1,44.3,72.0,67.4,82.5,84.7,75.0,50.0
Montenegro,2018,Female,15.12,,104.248,13.736,66760.37,64.3,54.2,38.1,51.3,85.2,35.7,69.1,72.9,70.9,84.9,84.7,75.0,50.0
Montenegro,2018,Male,15.245,,133.179,18.68,66760.37,64.3,54.2,38.1,51.3,85.2,35.7,69.1,72.9,70.9,84.9,84.7,75.0,50.0
Montenegro,2018,Total,15.19,,237.427,16.298,66760.37,64.3,54.2,38.1,51.3,85.2,35.7,69.1,72.9,70.9,84.9,84.7,75.0,50.0
Montenegro,2019,Female,15.694,,107.469,15.772,68604.59,60.5,55.4,39.5,51.8,85.3,32.6,23.2,73.3,73.4,81.6,84.7,75.0,50.0
Montenegro,2019,Male,14.677,,136.323,18.804,68604.59,60.5,55.4,39.5,51.8,85.3,32.6,23.2,73.3,73.4,81.6,84.7,75.0,50.0
Montenegro,2019,Total,15.128,,243.792,17.344,68604.59,60.5,55.4,39.5,51.8,85.3,32.6,23.2,73.3,73.4,81.6,84.7,75.0,50.0
Montenegro,2020,Female,18.382,,96.767,20.649,65453.73,61.5,59.1,47.5,55.3,85.4,32.1,23.4,70.8,74.8,80.3,83.8,75.0,50.0
Montenegro,2020,Male,17.475,,122.582,21.507,65453.73,61.5,59.1,47.5,55.3,85.4,32.1,23.4,70.8,74.8,80.3,83.8,75.0,50.0
Montenegro,2020,Total,17.878,,219.349,21.094,65453.73,61.5,59.1,47.5,55.3,85.4,32.1,23.4,70.8,74.8,80.3,83.8,75.0,50.0
Montenegro,2021,Female,15.843,,95.867,16.425,76806.79,63.4,57.8,51.0,56.2,83.6,35.3,37.2,73.5,78.0,83.4,79.4,75.0,50.0
Montenegro,2021,Male,17.107,,117.146,24.613,76806.79,63.4,57.8,51.0,56.2,83.6,35.3,37.2,73.5,78.0,83.4,79.4,75.0,50.0
Montenegro,2021,Total,16.543,,213.013,20.657,76806.79,63.4,57.8,51.0,56.2,83.6,35.3,37.2,73.5,78.0,83.4,79.4,75.0,50.0
Montenegro,2022,Female,13.008,,115.841,18.397,78270.43,57.8,61.3,46.4,43.0,83.9,29.5,11.9,67.1,61.7,85.6,78.8,75.0,50.0
Montenegro,2022,Male,16.368,,135.402,21.735,78270.43,57.8,61.3,46.4,43.0,83.9,29.5,11.9,67.1,61.7,85.6,78.8,75.0,50.0
Montenegro,2022,Total,14.851,,251.243,20.133,78270.43,57.8,61.3,46.4,43.0,83.9,29.5,11.9,67.1,61.7,85.6,78.8,75.0,50.0
Montenegro,2023,Female,14.167,,125.978,17.717,80270.62,60.9,59.7,41.2,47.0,88.2,31.7,48.1,67.3,61.6,81.8,79.2,75.0,50.0
Montenegro,2023,Male,12.283,,152.309,17.533,80270.62,60.9,59.7,41.2,47.0,88.2,31.7,48.1,67.3,61.6,81.8,79.2,75.0,50.0
Montenegro,2023,Total,13.146,,278.286,17.621,80270.62,60.9,59.7,41.2,47.0,88.2,31.7,48.1,67.3,61.6,81.8,79.2,75.0,50.0
Netherlands,2015,Female,7.274,3.518,3835.563,3.933,120067.81,73.7,90.0,83.0,,51.8,23.8,,84.3,66.3,79.8,88.0,90.0,80.0
Netherlands,2015,Male,6.525,3.04,4483.421,4.497,120067.81,73.7,90.0,83.0,,51.8,23.8,,84.3,66.3,79.8,88.0,90.0,80.0
Netherlands,2015,Total,6.872,3.253,8318.985,4.22,120067.81,73.7,90.0,83.0,,51.8,23.8,,84.3,66.3,79.8,88.0,90.0,80.0
Netherlands,2016,Female,6.501,3.342,3894.419,4.675,120925.48,74.6,90.0,83.0,,52.7,34.4,,80.0,64.0,83.4,88.0,90.0,80.0
Netherlands,2016,Male,5.579,2.356,4531.236,4.516,120925.48,74.6,90.0,83.0,,52.7,34.4,,80.0,64.0,83.4,88.0,90.0,80.0
Netherlands,2016,Total,6.007,2.805,8425.655,4.594,120925.48,74.6,90.0,83.0,,52.7,34.4,,80.0,64.0,83.4,88.0,90.0,80.0
Netherlands,2017,Female,5.256,3.721,3986.749,3.8,122146.33,75.8,87.4,85.7,69.9,53.2,37.0,83.0,80.2,70.5,85.8,87.0,90.0,80.0
Netherlands,2017,Male,4.473,3.094,4621.195,4.554,122146.33,75.8,87.4,85.7,69.9,53.2,37.0,83.0,80.2,70.5,85.8,87.0,90.0,80.0
Netherlands,2017,Total,4.837,3.385,8607.945,4.182,122146.33,75.8,87.4,85.7,69.9,53.2,37.0,83.0,80.2,70.5,85.8,87.0,90.0,80.0
Netherlands,2018,Female,3.956,4.148,4093.958,3.884,122220.09,76.2,87.9,86.0,74.1,52.5,39.1,88.2,80.5,61.5,87.5,86.9,90.0,80.0
Netherlands,2018,Male,3.723,2.888,4701.486,4.165,122220.09,76.2,87.9,86.0,74.1,52.5,39.1,88.2,80.5,61.5,87.5,86.9,90.0,80.0
Netherlands,2018,Total,3.832,3.479,8795.445,4.027,122220.09,76.2,87.9,86.0,74.1,52.5,39.1,88.2,80.5,61.5,87.5,86.9,90.0,80.0
Netherlands,2019,Female,3.355,3.205,4199.018,4.107,122334.82,76.8,88.0,89.1,74.7,51.6,42.9,93.3,81.4,60.3,84.0,86.0,90.0,80.0
Netherlands,2019,Male,3.4,2.704,4785.66,4.401,122334.82,76.8,88.0,89.1,74.7,51.6,42.9,93.3,81.4,60.3,84.0,86.0,90.0,80.0
Netherlands,2019,Total,3.379,2.939,8984.678,4.256,122334.82,76.8,88.0,89.1,74.7,51.6,42.9,93.3,81.4,60.3,84.0,86.0,90.0,80.0
Netherlands,2020,Female,3.953,3.648,4203.456,4.113,117523.24,77.0,90.0,90.1,73.9,51.7,45.2,94.1,80.4,60.2,82.5,86.4,90.0,80.0
Netherlands,2020,Male,3.703,2.651,4774.627,5.213,117523.24,77.0,90.0,90.1,73.9,51.7,45.2,94.1,80.4,60.2,82.5,86.4,90.0,80.0
Netherlands,2020,Total,3.82,3.115,8978.084,4.673,117523.24,77.0,90.0,90.1,73.9,51.7,45.2,94.1,80.4,60.2,82.5,86.4,90.0,80.0
Netherlands,2021,Female,4.499,3.181,4374.442,2.705,124476.34,76.8,88.9,90.6,72.8,51.7,47.7,95.3,80.5,60.1,80.4,84.0,90.0,80.0
