ref_area.label;source.label;indicator.label;sex.label;time;obs_value_NEET;obs_status.label;note_indicator.label;note_source.label
Kyrgyzstan;LFS - Employment and Unemployment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2017;21.523;;;Repository: ILO-STATISTICS - Micro data processing
Kyrgyzstan;LFS - Employment and Unemployment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2017;12.867;;;Repository: ILO-STATISTICS - Micro data processing
Kyrgyzstan;LFS - Employment and Unemployment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2017;30.51;;;Repository: ILO-STATISTICS - Micro data processing
Kyrgyzstan;LFS - Employment and Unemployment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2016;20.545;;;Repository: ILO-STATISTICS - Micro data processing
Kyrgyzstan;LFS - Employment and Unemployment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2016;12.368;;;Repository: ILO-STATISTICS - Micro data processing
Kyrgyzstan;LFS - Employment and Unemployment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2016;29.029;;;Repository: ILO-STATISTICS - Micro data processing
Kyrgyzstan;LFS - Employment and Unemployment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2015;21.674;;;Repository: ILO-STATISTICS - Micro data processing
Kyrgyzstan;LFS - Employment and Unemployment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2015;14.031;;;Repository: ILO-STATISTICS - Micro data processing
Kyrgyzstan;LFS - Employment and Unemployment Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2015;29.595;;;Repository: ILO-STATISTICS - Micro data processing
Cambodia;HIES - Household Socio-Economic Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2023;6.315;;;Repository: ILO-STATISTICS - Micro data processing
Cambodia;HIES - Household Socio-Economic Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2023;4.333;;;Repository: ILO-STATISTICS - Micro data processing
Cambodia;HIES - Household Socio-Economic Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2023;8.342;;;Repository: ILO-STATISTICS - Micro data processing
Cambodia;HIES - Household Socio-Economic Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2021;6.188;;;Repository: ILO-STATISTICS - Micro data processing
Cambodia;HIES - Household Socio-Economic Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2021;4.27;;;Repository: ILO-STATISTICS - Micro data processing
Cambodia;HIES - Household Socio-Economic Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2021;8.114;;;Repository: ILO-STATISTICS - Micro data processing
Cambodia;HIES - Household Socio-Economic Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2020;5.692;;;Repository: ILO-STATISTICS - Micro data processing
Cambodia;HIES - Household Socio-Economic Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2020;4.101;;;Repository: ILO-STATISTICS - Micro data processing
Cambodia;HIES - Household Socio-Economic Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2020;7.252;;;Repository: ILO-STATISTICS - Micro data processing
Cambodia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2019;11.383;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Cambodia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2019;10.043;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Cambodia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2019;12.592;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Cambodia;HIES - Household Socio-Economic Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2017;6.46;;;Repository: ILO-STATISTICS - Micro data processing
Cambodia;HIES - Household Socio-Economic Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2017;3.328;;;Repository: ILO-STATISTICS - Micro data processing
Cambodia;HIES - Household Socio-Economic Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2017;9.762;;;Repository: ILO-STATISTICS - Micro data processing
Cambodia;HIES - Household Socio-Economic Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2016;6.414;;;Repository: ILO-STATISTICS - Micro data processing
Cambodia;HIES - Household Socio-Economic Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2016;2.984;;;Repository: ILO-STATISTICS - Micro data processing
Cambodia;HIES - Household Socio-Economic Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2016;10.026;;;Repository: ILO-STATISTICS - Micro data processing
Cambodia;HIES - Household Socio-Economic Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2015;6.592;;;Repository: ILO-STATISTICS - Micro data processing
Cambodia;HIES - Household Socio-Economic Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2015;2.567;;;Repository: ILO-STATISTICS - Micro data processing
Cambodia;HIES - Household Socio-Economic Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2015;10.763;;;Repository: ILO-STATISTICS - Micro data processing
Kiribati;HIES - Household Income and Expenditure Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2023;35.412;;;Repository: ILO-STATISTICS - Micro data processing
Kiribati;HIES - Household Income and Expenditure Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2023;31.493;;;Repository: ILO-STATISTICS - Micro data processing
Kiribati;HIES - Household Income and Expenditure Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2023;39.536;;;Repository: ILO-STATISTICS - Micro data processing
Kiribati;PC - Population Census;Share of youth not in employment, education or training (NEET) by sex (%);Total;2020;53.669;;;Repository: ILO-STATISTICS - Micro data processing
Kiribati;PC - Population Census;Share of youth not in employment, education or training (NEET) by sex (%);Male;2020;51.583;;;Repository: ILO-STATISTICS - Micro data processing
Kiribati;PC - Population Census;Share of youth not in employment, education or training (NEET) by sex (%);Female;2020;55.847;;;Repository: ILO-STATISTICS - Micro data processing
Kiribati;HIES - Household Income and Expenditure Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2019;52.01;;;Repository: ILO-STATISTICS - Micro data processing
Kiribati;HIES - Household Income and Expenditure Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2019;53.456;;;Repository: ILO-STATISTICS - Micro data processing
Kiribati;HIES - Household Income and Expenditure Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2019;50.428;;;Repository: ILO-STATISTICS - Micro data processing
Kiribati;PC - Population Census;Share of youth not in employment, education or training (NEET) by sex (%);Total;2015;46.89;;;Repository: ILO-STATISTICS - Micro data processing
Kiribati;PC - Population Census;Share of youth not in employment, education or training (NEET) by sex (%);Male;2015;46.19;;;Repository: ILO-STATISTICS - Micro data processing
Kiribati;PC - Population Census;Share of youth not in employment, education or training (NEET) by sex (%);Female;2015;47.597;;;Repository: ILO-STATISTICS - Micro data processing
Kosovo;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2023;33.257;;;Repository: ILO-STATISTICS - Micro data processing
Kosovo;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2023;32.685;;;Repository: ILO-STATISTICS - Micro data processing
Kosovo;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2023;33.852;;;Repository: ILO-STATISTICS - Micro data processing
Kosovo;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2022;32.901;;;Repository: ILO-STATISTICS - Micro data processing
Kosovo;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2022;32.091;;;Repository: ILO-STATISTICS - Micro data processing
Kosovo;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2022;33.765;;;Repository: ILO-STATISTICS - Micro data processing
Kosovo;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2021;32.045;;;Repository: ILO-STATISTICS - Micro data processing
Kosovo;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2021;31.674;;;Repository: ILO-STATISTICS - Micro data processing
Kosovo;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2021;32.441;;;Repository: ILO-STATISTICS - Micro data processing
Kosovo;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2020;33.478;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Kosovo;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2020;33.778;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Kosovo;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2020;33.153;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Kosovo;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2019;32.612;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Kosovo;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2019;31.139;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Kosovo;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2019;34.249;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Kosovo;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2018;29.692;;;Repository: ILO-STATISTICS - Micro data processing
Kosovo;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2018;29.545;;;Repository: ILO-STATISTICS - Micro data processing
Kosovo;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2018;29.855;;;Repository: ILO-STATISTICS - Micro data processing
Kosovo;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2017;27.406;;;Repository: ILO-STATISTICS - Micro data processing
Kosovo;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2017;23.775;;;Repository: ILO-STATISTICS - Micro data processing
Kosovo;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2017;31.388;;;Repository: ILO-STATISTICS - Micro data processing
Kosovo;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2016;30.103;;;Repository: ILO-STATISTICS - Micro data processing
Kosovo;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2016;26.475;;;Repository: ILO-STATISTICS - Micro data processing
Kosovo;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2016;34.171;;;Repository: ILO-STATISTICS - Micro data processing
Kosovo;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2015;31.427;;;Repository: ILO-STATISTICS - Micro data processing
Kosovo;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2015;28.268;;;Repository: ILO-STATISTICS - Micro data processing
Kosovo;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2015;34.947;;;Repository: ILO-STATISTICS - Micro data processing
Lao People's Democratic Republic;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2022;22.509;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Lao People's Democratic Republic;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2022;20.392;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Lao People's Democratic Republic;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2022;24.614;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Lao People's Democratic Republic;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2017;25.8;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Lao People's Democratic Republic;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2017;23.605;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Lao People's Democratic Republic;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2017;27.876;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Lao People's Democratic Republic;PC - Population Census;Share of youth not in employment, education or training (NEET) by sex (%);Total;2015;6.781;;;Repository: ILO-STATISTICS - Micro data processing
Lao People's Democratic Republic;PC - Population Census;Share of youth not in employment, education or training (NEET) by sex (%);Male;2015;6.396;;;Repository: ILO-STATISTICS - Micro data processing
Lao People's Democratic Republic;PC - Population Census;Share of youth not in employment, education or training (NEET) by sex (%);Female;2015;7.142;;;Repository: ILO-STATISTICS - Micro data processing
Lebanon;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2019;23.518;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Lebanon;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2019;17.91;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Lebanon;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2019;28.889;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Liberia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2017;39.937;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Liberia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2017;38.842;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Liberia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2017;40.852;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Liberia;HIES - Household Income and Expenditure Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2016;13.233;;;Repository: ILO-STATISTICS - Micro data processing
Liberia;HIES - Household Income and Expenditure Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2016;8.92;;;Repository: ILO-STATISTICS - Micro data processing
Liberia;HIES - Household Income and Expenditure Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2016;16.834;;;Repository: ILO-STATISTICS - Micro data processing
Saint Lucia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2023;30.931;;;Repository: ILO-STATISTICS - Micro data processing
Saint Lucia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2023;29.468;;;Repository: ILO-STATISTICS - Micro data processing
Saint Lucia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2023;32.777;;;Repository: ILO-STATISTICS - Micro data processing
Saint Lucia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2022;27.088;;;Repository: ILO-STATISTICS - Micro data processing
Saint Lucia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2022;30.289;;;Repository: ILO-STATISTICS - Micro data processing
Saint Lucia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2022;23.473;;;Repository: ILO-STATISTICS - Micro data processing
Saint Lucia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2021;39.203;;;Repository: ILO-STATISTICS - Micro data processing
Saint Lucia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2021;39.589;;;Repository: ILO-STATISTICS - Micro data processing
Saint Lucia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2021;38.77;;;Repository: ILO-STATISTICS - Micro data processing
Saint Lucia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2020;35.411;;;Repository: ILO-STATISTICS - Micro data processing
Saint Lucia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2020;38.304;;;Repository: ILO-STATISTICS - Micro data processing
Saint Lucia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2020;32.502;;;Repository: ILO-STATISTICS - Micro data processing
Saint Lucia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2019;29.941;;;Repository: ILO-STATISTICS - Micro data processing
Saint Lucia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2019;32.122;;;Repository: ILO-STATISTICS - Micro data processing
Saint Lucia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2019;27.503;;;Repository: ILO-STATISTICS - Micro data processing
Saint Lucia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2018;32.492;;;Repository: ILO-STATISTICS - Micro data processing
Saint Lucia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2018;33.846;;;Repository: ILO-STATISTICS - Micro data processing
Saint Lucia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2018;30.905;;;Repository: ILO-STATISTICS - Micro data processing
Saint Lucia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2017;33.755;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Saint Lucia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2017;35.082;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Saint Lucia;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2017;32.265;Break in series;Break in series: Methodology revised;Repository: ILO-STATISTICS - Micro data processing
Sri Lanka;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2022;18.051;;;Repository: ILO-STATISTICS - Micro data processing
Sri Lanka;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2022;13.535;;;Repository: ILO-STATISTICS - Micro data processing
Sri Lanka;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2022;22.321;;;Repository: ILO-STATISTICS - Micro data processing
Sri Lanka;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2021;19.378;;;Repository: ILO-STATISTICS - Micro data processing
Sri Lanka;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2021;14.363;;;Repository: ILO-STATISTICS - Micro data processing
Sri Lanka;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2021;24.202;;;Repository: ILO-STATISTICS - Micro data processing
Sri Lanka;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2020;21.512;;;Repository: ILO-STATISTICS - Micro data processing
Sri Lanka;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2020;15.331;;;Repository: ILO-STATISTICS - Micro data processing
Sri Lanka;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2020;27.504;;;Repository: ILO-STATISTICS - Micro data processing
Sri Lanka;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2019;21.213;;;Repository: ILO-STATISTICS - Micro data processing
Sri Lanka;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2019;13.335;;;Repository: ILO-STATISTICS - Micro data processing
Sri Lanka;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2019;28.969;;;Repository: ILO-STATISTICS - Micro data processing
Sri Lanka;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2018;24.184;;;Repository: ILO-STATISTICS - Micro data processing
Sri Lanka;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2018;17.052;;;Repository: ILO-STATISTICS - Micro data processing
Sri Lanka;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2018;31.06;;;Repository: ILO-STATISTICS - Micro data processing
Sri Lanka;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2017;24.722;;;Repository: ILO-STATISTICS - Micro data processing
Sri Lanka;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2017;16.775;;;Repository: ILO-STATISTICS - Micro data processing
Sri Lanka;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2017;32.157;;;Repository: ILO-STATISTICS - Micro data processing
Sri Lanka;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2016;27.09;;;Repository: ILO-STATISTICS - Micro data processing
Sri Lanka;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2016;18.069;;;Repository: ILO-STATISTICS - Micro data processing
Sri Lanka;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2016;35.401;;;Repository: ILO-STATISTICS - Micro data processing
Sri Lanka;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2015;26.63;;;Repository: ILO-STATISTICS - Micro data processing
Sri Lanka;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2015;17.411;;;Repository: ILO-STATISTICS - Micro data processing
Sri Lanka;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2015;35.241;;;Repository: ILO-STATISTICS - Micro data processing
Lesotho;LFS - Integrated Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2019;35.152;;;Repository: ILO-STATISTICS - Micro data processing
Lesotho;LFS - Integrated Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2019;28.201;;;Repository: ILO-STATISTICS - Micro data processing
Lesotho;LFS - Integrated Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2019;42.138;;;Repository: ILO-STATISTICS - Micro data processing
Lithuania;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2023;13.546;;;Repository: ILO-STATISTICS - Micro data processing
Lithuania;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2023;14.452;;;Repository: ILO-STATISTICS - Micro data processing
Lithuania;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2023;12.595;;;Repository: ILO-STATISTICS - Micro data processing
Lithuania;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2022;9.653;;;Repository: ILO-STATISTICS - Micro data processing
Lithuania;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2022;10.162;;;Repository: ILO-STATISTICS - Micro data processing
Lithuania;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2022;9.121;;;Repository: ILO-STATISTICS - Micro data processing
Lithuania;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2021;11.314;;;Repository: ILO-STATISTICS - Micro data processing
Lithuania;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2021;11.702;;;Repository: ILO-STATISTICS - Micro data processing
Lithuania;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2021;10.901;;;Repository: ILO-STATISTICS - Micro data processing
Lithuania;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2020;10.76;;;Repository: ILO-STATISTICS - Micro data processing
Lithuania;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2020;12.246;;;Repository: ILO-STATISTICS - Micro data processing
Lithuania;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2020;9.193;;;Repository: ILO-STATISTICS - Micro data processing
Lithuania;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2019;8.649;;;Repository: ILO-STATISTICS - Micro data processing
Lithuania;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2019;9.714;;;Repository: ILO-STATISTICS - Micro data processing
Lithuania;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2019;7.529;;;Repository: ILO-STATISTICS - Micro data processing
Lithuania;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2018;8.039;;;Repository: ILO-STATISTICS - Micro data processing
Lithuania;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2018;8.447;;;Repository: ILO-STATISTICS - Micro data processing
Lithuania;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2018;7.61;;;Repository: ILO-STATISTICS - Micro data processing
Lithuania;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2017;9.149;;;Repository: ILO-STATISTICS - Micro data processing
Lithuania;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2017;9.073;;;Repository: ILO-STATISTICS - Micro data processing
Lithuania;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2017;9.228;;;Repository: ILO-STATISTICS - Micro data processing
Lithuania;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2016;9.405;;;Repository: ILO-STATISTICS - Micro data processing
Lithuania;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2016;10.002;;;Repository: ILO-STATISTICS - Micro data processing
Lithuania;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2016;8.783;;;Repository: ILO-STATISTICS - Micro data processing
Lithuania;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2015;9.196;;;Repository: ILO-STATISTICS - Micro data processing
Lithuania;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2015;9.082;;;Repository: ILO-STATISTICS - Micro data processing
Lithuania;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2015;9.316;;;Repository: ILO-STATISTICS - Micro data processing
Luxembourg;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2023;8.184;;;Repository: ILO-STATISTICS - Micro data processing
Luxembourg;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2023;5.967;;;Repository: ILO-STATISTICS - Micro data processing
Luxembourg;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2023;10.513;;;Repository: ILO-STATISTICS - Micro data processing
Luxembourg;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2022;9.969;;;Repository: ILO-STATISTICS - Micro data processing
Luxembourg;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2022;10.252;;;Repository: ILO-STATISTICS - Micro data processing
Luxembourg;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2022;9.67;;;Repository: ILO-STATISTICS - Micro data processing
Luxembourg;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2021;9.827;;;Repository: ILO-STATISTICS - Micro data processing
Luxembourg;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2021;10.994;;;Repository: ILO-STATISTICS - Micro data processing
Luxembourg;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2021;8.595;;;Repository: ILO-STATISTICS - Micro data processing
