ref_area.label;source.label;indicator.label;sex.label;time;obs_value_NEET;obs_status.label;note_indicator.label;note_source.label
Austria;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2016;12.601;;;Repository: ILO-STATISTICS - Micro data processing
Austria;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2016;9.108;;;Repository: ILO-STATISTICS - Micro data processing
Austria;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2015;11.038;;;Repository: ILO-STATISTICS - Micro data processing
Austria;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2015;12.971;;;Repository: ILO-STATISTICS - Micro data processing
Austria;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2015;9.007;;;Repository: ILO-STATISTICS - Micro data processing
Burundi;HIES - Living Standards Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2020;11.167;;;Repository: ILO-STATISTICS - Micro data processing
Burundi;HIES - Living Standards Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2020;11.458;;;Repository: ILO-STATISTICS - Micro data processing
Burundi;HIES - Living Standards Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2020;10.942;;;Repository: ILO-STATISTICS - Micro data processing
Burundi;HIES - Living Standards Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2017;6.19;;;Data reference period: Noncalendar year
Burundi;HIES - Living Standards Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2017;6.44;;;Data reference period: Noncalendar year
Burundi;HIES - Living Standards Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2017;5.98;;;Data reference period: Noncalendar year
Belgium;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2023;6.765;;;Repository: ILO-STATISTICS - Micro data processing
Belgium;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2023;7.962;;;Repository: ILO-STATISTICS - Micro data processing
Belgium;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2023;5.523;;;Repository: ILO-STATISTICS - Micro data processing
Belgium;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2022;7.107;;;Repository: ILO-STATISTICS - Micro data processing
Belgium;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2022;7.869;;;Repository: ILO-STATISTICS - Micro data processing
Belgium;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2022;6.316;;;Repository: ILO-STATISTICS - Micro data processing
Belgium;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2021;6.654;;;Repository: ILO-STATISTICS - Micro data processing
Belgium;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2021;7.602;;;Repository: ILO-STATISTICS - Micro data processing
Belgium;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2021;5.669;;;Repository: ILO-STATISTICS - Micro data processing
Belgium;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2020;9.994;;;Repository: ILO-STATISTICS - Micro data processing
Belgium;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2020;10.445;;;Repository: ILO-STATISTICS - Micro data processing
Belgium;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2020;9.525;;;Repository: ILO-STATISTICS - Micro data processing
Belgium;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2019;9.25;;;Repository: ILO-STATISTICS - Micro data processing
Belgium;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2019;9.762;;;Repository: ILO-STATISTICS - Micro data processing
Belgium;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2019;8.719;;;Repository: ILO-STATISTICS - Micro data processing
Belgium;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2018;9.801;;;Repository: ILO-STATISTICS - Micro data processing
Belgium;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2018;9.59;;;Repository: ILO-STATISTICS - Micro data processing
Belgium;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2018;10.021;;;Repository: ILO-STATISTICS - Micro data processing
Belgium;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2017;9.855;;;Repository: ILO-STATISTICS - Micro data processing
Belgium;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2017;10.265;;;Repository: ILO-STATISTICS - Micro data processing
Belgium;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2017;9.431;;;Repository: ILO-STATISTICS - Micro data processing
Belgium;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2016;9.886;;;Repository: ILO-STATISTICS - Micro data processing
Belgium;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2016;10.055;;;Repository: ILO-STATISTICS - Micro data processing
Belgium;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2016;9.712;;;Repository: ILO-STATISTICS - Micro data processing
Belgium;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2015;12.182;;;Repository: ILO-STATISTICS - Micro data processing
Belgium;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2015;12.537;;;Repository: ILO-STATISTICS - Micro data processing
Belgium;LFS - EU Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2015;11.816;;;Repository: ILO-STATISTICS - Micro data processing
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Share of youth not in employment, education or training (NEET) by sex (%);Total;2022;14.241;;;Repository: ILO-STATISTICS - Micro data processing
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Share of youth not in employment, education or training (NEET) by sex (%);Male;2022;11.766;;;Repository: ILO-STATISTICS - Micro data processing
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Share of youth not in employment, education or training (NEET) by sex (%);Female;2022;16.746;;;Repository: ILO-STATISTICS - Micro data processing
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Share of youth not in employment, education or training (NEET) by sex (%);Total;2019;15.863;;;Repository: ILO-STATISTICS - Micro data processing
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Share of youth not in employment, education or training (NEET) by sex (%);Male;2019;12.982;;;Repository: ILO-STATISTICS - Micro data processing
Benin;HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions;Share of youth not in employment, education or training (NEET) by sex (%);Female;2019;18.639;;;Repository: ILO-STATISTICS - Micro data processing
Burkina Faso;LFS - Regional Integrated Survey on Employment and the Informal Sector;Share of youth not in employment, education or training (NEET) by sex (%);Total;2023;34.25;;;Repository: ILO-STATISTICS - Micro data processing
Burkina Faso;LFS - Regional Integrated Survey on Employment and the Informal Sector;Share of youth not in employment, education or training (NEET) by sex (%);Male;2023;27.038;;;Repository: ILO-STATISTICS - Micro data processing
Burkina Faso;LFS - Regional Integrated Survey on Employment and the Informal Sector;Share of youth not in employment, education or training (NEET) by sex (%);Female;2023;39.517;;;Repository: ILO-STATISTICS - Micro data processing
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Share of youth not in employment, education or training (NEET) by sex (%);Total;2022;18.528;;;Repository: ILO-STATISTICS - Micro data processing
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Share of youth not in employment, education or training (NEET) by sex (%);Male;2022;11.201;;;Repository: ILO-STATISTICS - Micro data processing
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Share of youth not in employment, education or training (NEET) by sex (%);Female;2022;24.505;;;Repository: ILO-STATISTICS - Micro data processing
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Share of youth not in employment, education or training (NEET) by sex (%);Total;2019;13.358;;;Repository: ILO-STATISTICS - Micro data processing
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Share of youth not in employment, education or training (NEET) by sex (%);Male;2019;8.401;;;Repository: ILO-STATISTICS - Micro data processing
Burkina Faso;HIES - Harmonized Survey on Household Living Conditions;Share of youth not in employment, education or training (NEET) by sex (%);Female;2019;17.754;;;Repository: ILO-STATISTICS - Micro data processing
Burkina Faso;LFS - Regional Integrated Survey on Employment and the Informal Sector;Share of youth not in employment, education or training (NEET) by sex (%);Total;2018;41.004;;;Repository: ILO-STATISTICS - Micro data processing
Burkina Faso;LFS - Regional Integrated Survey on Employment and the Informal Sector;Share of youth not in employment, education or training (NEET) by sex (%);Male;2018;30.454;;;Repository: ILO-STATISTICS - Micro data processing
Burkina Faso;LFS - Regional Integrated Survey on Employment and the Informal Sector;Share of youth not in employment, education or training (NEET) by sex (%);Female;2018;49.099;;;Repository: ILO-STATISTICS - Micro data processing
Bangladesh;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2023;14.338;;;Repository: ILO-STATISTICS - Micro data processing
Bangladesh;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2023;9.642;;;Repository: ILO-STATISTICS - Micro data processing
Bangladesh;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2023;18.804;;;Repository: ILO-STATISTICS - Micro data processing
Bangladesh;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Other;2023;57.673;Unreliable;;Repository: ILO-STATISTICS - Micro data processing
Bangladesh;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Total;2022;14.958;;;Repository: ILO-STATISTICS - Micro data processing
Bangladesh;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Male;2022;10.472;;;Repository: ILO-STATISTICS - Micro data processing
Bangladesh;LFS - Labour Force Survey;Share of youth not in employment, education or training (NEET) by sex (%);Female;2022;19.131;;;Repository: ILO-STATISTICS - Micro data processing
